Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Building exists;Opdrachttemplate
SINT-NIKLAAS - FH02;BL0201;6448058;Mercatorstraat;12;B;;134289,177;206751,063;SDU;;1;0;0;1;N;IRREG;2;Dit huisnummer bestaat niet. Mercatorstraat 12 met 2 BU’s + 2 LU’s wel;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;6448059;Mercatorstraat;12;C;;134288,53;206746,002;SDU;;1;0;0;1;N;IRREG;2;_;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4462006;Mercatorstraat;10;;;134277,018;206744,272;SDU;;0;1;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504325;Mercatorstraat;12;;;134281,956;206742,614;SDU;;0;1;0;1;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;56091;Mercatorstraat;14;;;134292,192;206739,773;MDU;X;2;1;0;3;N;IRREG;3;In aanbouw - En construction;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;56092;Mercatorstraat;16;;;134301,169;206737,065;SDU;;0;1;0;1;N;IRREG;3;SDU, BU - LU boven BU ( the concept store );;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504329;Mercatorstraat;18;;;134309,2;206734,081;MDU;;3;0;0;3;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504334;Mercatorstraat;20;;;134315,187;206727,611;SDU;;0;1;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;56084;Mercatorstraat;22;;;134321,045;206725,532;SDU;;0;1;0;1;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504335;Mercatorstraat;24;;;134329,942;206726,745;MDU;XC;3;1;0;4;Y;NA;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;56085;Mercatorstraat;26;;;134338,779;206722,968;MDU;D;4;1;0;5;Y;NA;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3948735;Mercatorstraat;28;;;134347,182;206719,943;MDU;D;3;0;0;3;N;IRREG;4;BE;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504343;Mercatorstraat;30;;;134352,478;206714,319;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504344;Mercatorstraat;32;;;134357,94;206712,534;MDU;D;1;1;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3504348;Mercatorstraat;34;;;134364,154;206709,792;MDU;D;4;1;0;5;Y;NA;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;56086;Mercatorstraat;36;;;134371,32;206706,228;SDU;;0;1;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;9373;Stationsplein;19;;;134399,641;206829,06;MDU;;7;0;2;9;N;IRREG;5;;N;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3515258;Stationsplein;20;;;134384,693;206829,142;MDU;;0;1;1;2;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;69849;Stationsplein;21;;;134376,454;206826,082;MDU;;10;0;2;12;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3515263;Stationsplein;23;;;134361,389;206818,902;MDU;;10;0;2;12;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4045039;Stationsplein;24;;;134354,385;206814,959;MDU;;0;1;2;3;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3515266;Stationsplein;25;;;134347,382;206810,839;MDU;;10;1;0;11;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4462017;Stationsplein;26;;;134339,967;206806,131;SDU;;0;1;0;1;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;69848;Stationsplein;27;;;134333,493;206802,777;MDU;;10;1;0;11;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3515268;Stationsplein;28;;;134326,019;206798,01;SDU;;0;1;0;1;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518066;Vermorgenstraat;32;;;134382,158;206714,001;MDU;D;3;0;0;3;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448859;Vermorgenstraat;40;;;134385,717;206721,137;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448861;Vermorgenstraat;42;;;134386,504;206725,146;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4146045;Vermorgenstraat;44;;;134387,227;206729,049;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448864;Vermorgenstraat;46;;;134388,258;206733,025;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518080;Vermorgenstraat;48;;;134389,107;206736,887;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518082;Vermorgenstraat;50;;;134389,926;206740,784;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518084;Vermorgenstraat;52;;;134390,707;206744,779;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518088;Vermorgenstraat;54;;;134391,509;206748,509;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518090;Vermorgenstraat;56;;;134391,743;206752,756;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518093;Vermorgenstraat;60;;;134393,256;206760,956;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4208001;Vermorgenstraat;62;;;134394,367;206764,303;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518095;Vermorgenstraat;64;;;134394,754;206768,392;SDU;;1;0;0;1;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448868;Vermorgenstraat;66;;;134394,997;206772,871;MDU;;0;1;1;2;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448869;Vermorgenstraat;68;;;134395,89;206776,969;MDU;;0;1;0;1;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448874;Vermorgenstraat;72;;;134396,993;206785,592;SDU;;0;1;0;1;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518104;Vermorgenstraat;74;;;134397,246;206795,017;MDU;;4;0;0;4;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518105;Vermorgenstraat;76;;;134398,042;206799,714;MDU;;4;0;0;4;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518109;Vermorgenstraat;78;;;134400,269;206806,283;MDU;;0;1;1;2;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;3518110;Vermorgenstraat;80;;;134401,564;206816,006;MDU;;0;1;1;2;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;61661;Vermorgenstraat;82;;;134405,821;206842,175;MDU;;7;1;2;10;N;IRREG;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0201;4448867;Vermorgenstraat;58;;;134392,294;206756,647;SDU;;1;0;0;1;Y;NA;2;_;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448302;De Gravestraat;51;;;134581,297;206719,191;SDU;;1;0;0;1;Y;NA;2;_;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;6320575;De Gravestraat;17;B;;134496,976;206732,02;SDU;;1;0;0;1;Y;NA;3;_;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;6326922;De Gravestraat;17;A;;134492,288;206720,185;SDU;;1;0;0;1;Y;NA;3;_;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61718;Mercatorstraat;38;;;134397,41;206694,472;SDU;;0;1;0;1;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61730;De Gravestraat;23;;;134520,094;206735,534;SDU;;1;0;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3948650;De Gravestraat;21;;;134513,094;206737,186;MDU;D;5;0;0;5;N;IRREG;3;Een D achter is ook een optie;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448730;De Gravestraat;11;;;134482,35;206745,418;MDU;;6;0;0;6;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4017159;Mercatorstraat;56;;;134457,941;206669,871;SDU;;0;1;0;1;N;IRREG;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448728;De Gravestraat;7;;;134471;206749;MDU;;0;1;1;2;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490686;De Gravestraat;3;C;;134456,303;206753,326;MDU;;0;1;1;2;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61731;De Gravestraat;1;;;134437,216;206758,233;MDU;D;3;0;0;3;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448729;De Gravestraat;9;;;134476,12;206747,732;MDU;;5;0;0;5;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490691;De Gravestraat;15;;;134489,133;206743,256;SDU;;1;0;0;1;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490693;De Gravestraat;17;;;134498,657;206741,581;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490696;De Gravestraat;19;;;134508,213;206739,031;SDU;;1;0;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61651;De Gravestraat;25;;;134527,511;206733,074;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4190925;De Gravestraat;27;;;134532,399;206731,842;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490700;De Gravestraat;29;;;134536,214;206730,92;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490702;De Gravestraat;31;;;134540,3;206730,167;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490703;De Gravestraat;33;;;134544,091;206728,833;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448914;De Gravestraat;35;;;134548,119;206727,856;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448916;De Gravestraat;37;;;134551,959;206726,807;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490709;De Gravestraat;39;;;134555,335;206726,213;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;5401800;De Gravestraat;3;A;;134446,677;206755,611;SDU;;1;0;0;1;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;5411617;De Gravestraat;3;B;;134451,792;206754,402;SDU;;1;0;0;1;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490711;De Gravestraat;41;;;134559,93;206724,455;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448919;De Gravestraat;43;;;134564,025;206723,457;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61652;De Gravestraat;45;;;134568,169;206722,474;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;62537;De Gravestraat;47;;;134572,662;206721,449;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490714;De Gravestraat;49;;;134577,429;206720,14;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448304;De Gravestraat;53;;;134585,644;206717,95;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448305;De Gravestraat;55;;;134590,075;206716,389;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490718;De Gravestraat;57;;;134598,829;206695,59;SDU;;0;1;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490721;De Gravestraat;59;;;134604,073;206711,903;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3490723;De Gravestraat;61;;;134608,939;206710,787;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448310;De Gravestraat;63;;;134613,267;206710,001;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448313;De Gravestraat;65;;;134617,732;206708,901;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448315;De Gravestraat;67;;;134624,984;206707,304;SDU;;1;0;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;1505687;De Gravestraat;69;;;134630,266;206700,934;MDU;;3;0;0;3;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448317;De Gravestraat;71;;;134647,585;206702,279;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;5411555;De Gravestraat;69;C;;134631,899;206705,238;MDU;;3;0;0;3;N;IRREG;3;;N;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448718;Mercatorstraat;40;;;134405,536;206691,433;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448720;Mercatorstraat;42;;;134409,881;206689,397;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504357;Mercatorstraat;44;;;134416,473;206687,413;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61719;Mercatorstraat;46;;;134424,117;206683,901;MDU;D;3;1;0;4;Y;NA;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61720;Mercatorstraat;48;;;134431,045;206681,564;MDU;;0;1;1;2;N;IRREG;4;Adres bestaat niet;N;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61721;Mercatorstraat;50;;;134438,071;206674,367;SDU;;0;1;0;1;Y;NA;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504368;Mercatorstraat;52;;;134442,353;206672,732;MDU;XA;5;0;1;6;Y;NA;6;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61722;Mercatorstraat;54;;;134455,694;206670,958;MDU;XA;13;0;0;13;N;IRREG;6;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504376;Mercatorstraat;60;;;134468,876;206664,402;MDU;D;1;1;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61723;Mercatorstraat;62;;;134475,26;206661,757;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61724;Mercatorstraat;64;;;134484,681;206657,612;MDU;D;1;1;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61725;Mercatorstraat;66;;;134497,862;206653,784;MDU;;10;1;0;11;N;HEIGHT;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61726;Mercatorstraat;68;;;134508,559;206648,492;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504387;Mercatorstraat;70;;;134513,176;206646,269;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;62532;Mercatorstraat;72;;;134520,477;206644,164;MDU;;10;0;0;10;N;HEIGHT;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504395;Mercatorstraat;78;;;134535,746;206637,227;MDU;D;1;1;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448206;Mercatorstraat;80;;;134545,869;206633,049;MDU;;1;1;0;2;Y;NA;3;;N;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504399;Mercatorstraat;82;;;134551,995;206630,999;SDU;;0;1;0;1;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504401;Mercatorstraat;84;;;134555,674;206628,108;SDU;;1;0;0;1;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448210;Mercatorstraat;86;;;134559,742;206626,373;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504407;Mercatorstraat;88;;;134564,18;206624,612;MDU;D;3;0;0;3;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504409;Mercatorstraat;90;;;134568,308;206618,967;SDU;;0;1;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504412;Mercatorstraat;92;;;134575,567;206620,07;SDU;;1;0;1;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504414;Mercatorstraat;94;;;134582,943;206613,208;MDU;D;1;1;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504419;Mercatorstraat;96;;;134586,784;206611,424;MDU;D;2;0;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3504424;Mercatorstraat;98;;;134592,711;206610,211;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;62535;Mercatorstraat;100;;;134600,124;206607,694;SDU;;1;0;0;1;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;9379;Mercatorstraat;102;;;134611,826;206603,155;MDU;D;4;1;0;5;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516679;Truweelstraat;42;;;134616,195;206607,152;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;62524;Truweelstraat;44;;;134616,611;206614,391;MDU;D;2;0;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516682;Truweelstraat;46;;;134619,675;206618,348;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516685;Truweelstraat;48;;;134621,455;206622,585;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516688;Truweelstraat;50;;;134622,774;206626,874;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516690;Truweelstraat;52;;;134625,155;206632,639;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516693;Truweelstraat;54;;;134627,452;206641,046;SDU;;1;0;0;1;Y;NA;3;BE;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448292;Truweelstraat;56;;;134629,379;206649,24;SDU;;0;1;0;1;Y;NA;2;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3948821;Truweelstraat;58;;;134629,848;206657,812;MDU;D;4;1;0;5;Y;NA;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516697;Truweelstraat;60;;;134635,43;206663,742;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516701;Truweelstraat;62;;;134639,015;206673,747;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516705;Truweelstraat;64;;;134640,635;206678,006;SDU;;1;0;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516708;Truweelstraat;66;;;134642,215;206682,62;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516709;Truweelstraat;68;;;134642,293;206688,035;MDU;D;1;1;0;2;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448298;Truweelstraat;70;;;134645,314;206691,904;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448300;Truweelstraat;72;;;134646,732;206696,568;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3516699;Truweelstraat;60;B;;134626,644;206666,107;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61713;Vermorgenstraat;43;;;134397,293;206703,179;MDU;D;3;0;0;3;N;IRREG;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448705;Vermorgenstraat;45;;;134402,044;206708,307;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61712;Vermorgenstraat;49;;;134403,849;206718,276;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61711;Vermorgenstraat;51;;;134404,268;206722,073;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3518086;Vermorgenstraat;53;;;134404,947;206726,658;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448723;Vermorgenstraat;55;;;134405,63;206731,068;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3518091;Vermorgenstraat;57;;;134406,331;206734,987;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4448725;Vermorgenstraat;59;;;134406,464;206739,769;SDU;;0;1;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;4009597;Vermorgenstraat;61;;;134408,546;206746,286;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3948842;Vermorgenstraat;63;;;134409,395;206756,895;MDU;;10;0;0;10;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;61710;Vermorgenstraat;65;;;134411,624;206764,617;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;5422266;Vermorgenstraat;47;A;;134400,291;206713,905;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0202;3518077;Vermorgenstraat;47;B;;134404,529;206713,14;SDU;;1;0;0;1;Y;NA;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504323;Mercatorstraat;9;;;134268,777;206725,623;MDU;D;2;1;0;3;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449124;Mercatorstraat;11;;;134283,887;206717,986;SDU;;1;0;0;1;Y;NA;2;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504327;Mercatorstraat;13;;;134291,682;206714,036;SDU;;0;1;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56088;Mercatorstraat;15;;;134303,132;206709,481;MDU;D;5;2;0;7;N;IRREG;3;KWADRANT D achter - de 3 LU’s achteraan zijn aansluitbaar via doorrit - zie cirkel facade foto 1. Te overbruggen afstand circa 42m;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56093;Mercatorstraat;17;;;134314,069;206705,113;SDU;;1;0;0;1;N;IRREG;4;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;1449708;Mercatorstraat;21;;;134325,451;206699,584;MDU;XC;12;0;1;13;N;IRREG;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449107;Mercatorstraat;23;;;134335,949;206694,838;SDU;;1;0;0;1;N;IRREG;5;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504339;Mercatorstraat;27;;;134342,367;206689,534;SDU;;1;0;0;1;N;IRREG;3;;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504340;Mercatorstraat;29;;;134347,464;206688,959;SDU;D;0;1;0;1;Y;NA;5;SDU, BU - SMOKE SHOP;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504346;Mercatorstraat;33;;;134357,349;206686,39;MDU;;0;1;1;2;Y;NA;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504349;Mercatorstraat;35;;;134365,208;206684,187;MDU;;0;1;1;2;Y;NA;2;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56087;Mercatorstraat;37;;;134370,58;206676,291;SDU;;0;1;0;1;Y;NA;2;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56083;Prins Albertstraat;2;;;134232,865;206723,197;SDU;;0;1;0;1;N;IRREG;3;;Y;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484720;Prins Albertstraat;4;;;134240,77;206713,676;SDU;;0;1;0;1;Y;NA;3;;Y;BUILDING template
